,Company UUID,Company,Domain,Location,Tagline,Investors
2370,e6dc1f12-adaf-4f0e-91f1-c16c85f27e31,linear labs,,"Fort Worth, TX",Developer of fully modular electric motors and generators,"['champion hill', ' lowercarbon capital', ' kindred ventures']"
2371,eb2320cc-cc95-4c94-b2fd-02bbb95d760f,lineat composites,,UK,Using reclaimed carbon fiber to manufacture new composite components,"['uk innovation and science seed fund', ' sfc capital']"
2372,32826f5e-443c-4188-9445-c922f95d10fa,linevision,https://linevision.com/,"Somerville, MA",Provider of non-contact overhead power line sensors,"[' zoma capital', ' national grid partners', 'up partners']"
2373,c99820db-abf0-480e-b09d-226419712bbe,lingrove,https://www.lingrove.com/,"San Rafael, California",Sustainable composite materials company,"[' bunge ventures', ' sosv', 'lewis & clark agrifood', ' diamond edge ventures']"
2374,26451b7d-f4be-4fe3-b121-bea41afadea7,linova,,"Monrovia, CA",High-energy polymer battery technology maker,"['catalus capital', ' chevron technology ventures']"
2375,6476d63c-006c-4552-9eb3-ca5e5b7a003d,linova energy,https://linovaenergy.com/,"Monrovia, CA",Polymer cathodes for batteries,['catalus capital']
2376,41bd4af5-bfe3-4ac4-b1de-9931b23a8809,liquid wind,https://www.liquidwind.se/,"Göteborg, Sweden",e-Fuels developer,"['uniper', ' samsung ventures', ' hycap']"
2377,15bc13c2-39f7-4f2b-a449-ba9b8bce33ac,liquidonate,,San Francisco,Manage returns and promote circularity,['laconia capital group']
2378,d5b44d39-0c28-4c69-b2f2-01e86cba9ba0,liquidstack,https://www.liquidstack.com/,"Carrollton, TX",Develop advanced cooling solutions for data centers,['tiger global']
2379,8e6dca04-bdf9-4b57-b195-aaadbe795ce9,lis technologies,,"Oak Ridge, TN",Laser-based technologies for enriching uranium,[]
2380,1547f904-17df-458f-b955-cc6fd69197fc,lithion recycling,,"Montreal, CA",Battery recycling technology provider,['gm ventures']
2381,81da2281-cd75-4143-b393-a85f2956937b,lithios,https://www.lithios.com/,"Boston, MA",Electrochemical lithium extraction technology developer,"[' gs futures', 'clean energy ventures', ' techenergy ventures', ' masscec', ' lowercarbon capital']"
2382,1b61608a-f3f4-4384-8c26-2fdac8e0c2ac,lithium americas,,"Vancouver, Canada",Lithium mining service provider,"['us department of energy (doe)', 'gm']"
2383,4b79ea54-b222-4ab7-bfd2-163e5f268b22,litlingo,,"Austin, TX",A.I. risk monitoring platform,['breyer capital']
2384,2d75f27e-f40e-40f3-a9ff-363c0cb9490a,little leaf,https://littleleaffarms.com/,"Devens, Mass.",Sustainable packaged lettuce brand,['the rise fund']
2385,c46dc25d-b976-41ee-9360-ee3860a7c51d,liveeo,https://live-eo.com/,Germany,Satellite analytics platform that monitors infrastructure networks,"['nordicninja', ' deeptech and climate fonds', ' matterwave ventures', ' investitionsbank berlin', ' hannover digital investments', ' dvh ventures', ' helen ventures', ' motu ventures', 'mmc ventures', ' segenia capital', ' the european commission']"
2386,352a2990-def5-4c22-8176-e2a12b4552e3,livekindly,https://livekindly.co/,"Los Angeles, CA",Collective of plant based food brands,"[' griffith foods', 'blue horizon', ' eqt']"
2387,73983273-7852-4a48-bc04-987764b1429d,livekindly collective,https://www.livekindly.co/,"Los Angeles, CA",Portfolio of plant-based food brands,"['tpg rise fund', ' s2g ventures', ' rabobank']"
2388,a90ad22d-e936-483a-9019-3c1557eb57a1,livin farms,https://www.livinfarms.com/,Vienna,Insect protein startup,"['peter luerssen', 'european innovation council']"
2389,3ba30e72-c5f4-4929-98c3-c1a3eeaae4fe,living carbon,https://www.livingcarbon.com/,"San Francisco, CA",Plant-based carbon capture and storage company,"['temasek', ' toyota ventures', ' felicis ventures', ' lowercarbon capital']"
2390,c2cfe842-77ff-4191-ada4-0cba9f25f3a6,living security,https://www.livingsecurity.com/,"Austin, TX",Cybersecurity company bringing awareness,"['updata partners', ' active capital', ' rain capital', ' saas venture partners', ' silverton partners']"
2391,4ab40295-17e2-40a0-ac50-f550e0de900b,livnsense,,"Bengaluru, India",Industrial AI platform solutions company,['pavestone technology fund']
2392,e5a77557-55b5-4a95-ad4e-5713794f3455,lleaf,,Australia,Developer of luminescent technology for greenhouses,"['alfa ventures', ' 2 degrees', ' university of new south wales', ' cicada innovations']"
2393,be19e607-c999-4b43-a867-ac06b6cdd908,lo3 energy,,"Portland, OR",Provider of digital tools to utilities for distributed resources,"[' centrica', 'shell ventures', ' shikoku electric power', ' braemar energy ventures', ' sumitomo']"
2394,3ac39d78-2210-471a-9251-aabae7f99e60,loadar,https://www.radar.com/,"Belfast, Northern Ireland",Online transport optimization service provider,"['align ventures', ' rx ventures', ' techstart ventures', 'frontline ventures']"
2395,e9bda1ec-8796-404d-9ef6-b862723cf67b,loamist,,"Berkeley, CA",Biomass feedstock collection platform,"[' volo earth ventures', 'third sphere', ' wovenearth ventures']"
2396,6f18194d-b0f4-493f-bf98-5c969c0f61a1,loanpal,,,Lender for residential solar installations,"[' riverstone holding', ' brookfield asset management', ' westcap group', 'nea']"
2397,b60a2049-f149-484e-9c1b-027236d231c6,locus fermentation solutions,,"Solon, OH",Produces biological alternatives to chemicals,['jefferies']
2398,e7107591-0cb8-4511-af45-096e9a405f81,locusview,https://www.locusview.com/,"Tel Aviv, Israel",Platform for managing infrastructure capital projects,['israel growth partners']
2399,9730a630-c4ce-4781-9e86-0bcaa47339c4,log 9 materials,,"Bengaluru, India",Battery manufacturing platform,"[' piva capital', ' rtbi', ' cornerstone ventures', 'anicut capital', ' siriusone capital', ' kube opportunities’ lo fund']"
2400,372d6650-4e24-4678-9469-3fb566147ae1,logan energy,https://loganenergy.com/,"Edinburgh, UK",Hydrogen energy developer,['lanxing new energy']
2401,99657eac-db3c-4c0e-84df-3497c70be02e,logical buildings,https://www.logicalbuildings.com/,"Livingston, NJ",Smart building and virtual power plant software and solutions provider,"['keyframe capital', ' castleton commodities international']"
2402,e4fc7737-d7b9-4fac-b934-a9112cf0b80e,logicladder,https://www.logicladder.com/,"Gurgaon, India",Sustainability management platform,"[' iiml - enterprise incubation centre', ' rainmatter capital', 'big capital llc', ' ongc', ' shell ventures']"
2403,4ad30082-481c-42f2-a4d5-2759f651e5e5,logicstar,,"Zurich, Switzerland",Autonomous software maintenance company,"[' sequoia scouts', ' angel investors', 'northzone']"
2404,42cbb15f-f655-4d64-a4e2-57b73ce737a8,lohum,https://www.lohum.com/,"Greater Noida, India",Lithium-ion battery recycling platform,"[' baring private equity india', ' vyoman indian', '3m company', 'singularity growth']"
2405,b61e3b63-4565-4a5f-b0e4-065025906390,lohum cleantech,,"Noida, India",Battery recycling and repurposing business,['baring private equity partners']
2406,39db4229-1d6a-42b2-ac9d-961b1dda3e7d,loliware,https://www.loliware.com/,"San Jose, CA",Making seaweed-based materials to replace plastics,"[' clay rockefeller', ' geekdom fund', ' ehukai investments', ' cityrock venture partners', '5 pillars capital', ' l catterton', ' alumni ventures']"
2407,009faf11-b54b-4962-8d79-e0f376f3954a,london electric vehicle company (levc),https://levc.com/,"Coventry, UK",Electric taxi manufacturer,['geely']
2408,9381e8c3-acab-4264-9276-6e4d53eb5ebb,long journey ventures,,"San Francisco, California",Generalist VC targeting climate and energy tech,[]
2409,37c99082-8529-44c1-b07b-8562b675a668,longroad energy,https://www.longroadenergy.com/,"Boston, USA",Renewable energy developer,"[' nz super fund', ' morrison & co’s infratil', 'meag']"
2410,1c27a613-81c6-4ad2-9447-a887667078fd,loop,,"El Segundo, CA",Electric vehicle charging infrastructure company,"['fifth wall climate', ' agility ventures']"
2411,5a3f4f76-f4b6-43e8-b7d7-c65362a180d3,loop energy,,"Vancouver, Canada",Fuel cell company,[]
2412,cc544183-387a-42c3-845e-4193da2ba923,loopworm,,India,Insect biotech startup,"[' waterbridge ventures', ' titan capital', ' angel investors', 'omnivore']"
2413,247a2adf-fe07-4d7a-9619-335e0bf3108c,looq ai,https://www.looq.ai/,"San Diego, CA",Survey platform for digitizing critical infrastructure,['bootstraplabs']
2414,9635c0a8-32f6-4ae9-beef-371c69ede9c6,lord of the trees,,Australia,Restoring damaged ecosystems using drones,['draper associates']
2415,92d48a9f-0a39-43be-b48c-1158de7a6189,lordstown motors,,"Lordstown, OH",EV-truck manufacturer,[]
2416,380ea207-5b50-4d23-998d-c666142f724e,low carbon,https://lowcarbon.com/,"London, UK",Renewables investing and asset management company,"['abn amro fund', ' intesa sanpaolo', ' ing group', ' commonwealth bank of australia']"
2417,e5ee597d-f800-45a8-b871-9785acff45da,ls power,https://lspower.com/,"New York, NY","Renewable, gas generation, and other energy projects",[]
2418,55cc5609-7b7e-44ad-8368-9b8f48987367,lucid,https://www.lucidmotors.com/,"Newark, CA",,['saudi arabia’s public investment fund']
2419,fbf10d42-0abf-41f3-a5ff-c232ef64b43a,lucid motors,https://www.lucidmotors.com/,"Newark, CA",Electric vehicle manufacturer,"['ayar third investment company', 'ayar third investment']"
2420,b723cc32-cb99-4c1e-9a07-9d7de4ac35cc,lumen energy,,"San Francisco, CA",Clean energy technology provider,"[' bridge investment group', ' designer fund', ' ajax', ' nuveen', 'lowercarbon capital']"
2421,64521c19-e101-4ad3-b034-68cc948ee4bc,lumen orbit,https://lumenorbit.com/,"Redmond, WA",Space-based data centers for large AI models,['nfx']
2422,39c2b0a8-2b0a-4112-b364-160cc0e107ec,lumi ai,,"Toronto, Canada",Supply chain data analytics platform,['agfunder']
2423,b40ff6e7-b803-4cc0-99ee-8c0a3e783712,lumian,,"Beşiktaş, Turkey",ioT-based energy management company,['domino ventures']
2424,506e7019-4497-4835-a13d-ac0ded88c65a,luminescent,,Israel,Developing a heat engine for waste heat upcycling,"['extantia capital', ' grove ventures']"
2425,c8f896f9-409f-4711-9013-c0d3172de455,lumio,https://www.lumio.com/,"Lehi, Utah",Solar energy company,"['white oak', ' fiera comox']"
2426,4c58d97a-41ee-48b7-b861-4d11abbe6970,lumo,,"Napa, CA, U.S.",Smart irrigation technologies,"[' fall line capital', 'fall line capital', 'active impact investments']"
2427,a61df37c-7490-43d3-ade8-ef8459c4dfde,lumo labs,,"Eindhoven, Netherlands",Invest in impact-driven European startups,[]
2428,e50d5a5a-17e0-4b6b-9234-d12b4a7ec8bb,luna financial,https://www.pry.fi/,"New York, NY",Online financial planning platform,"[' thrive capital', 'unknown', 'ribbit capital']"
2429,0c99263a-f0ea-4a93-82d4-2231c678b4e6,lunar energy,https://lunarenergy.com/,"San Mateo, CA",Home electrification startup,"['sunrun', ' sk group']"
2430,8e3ca622-1962-42f5-aa07-4609596e820e,lune,https://www.lune.xyz/,UK,Startup helping businesses integrate climate impact into their customer experiences,"[' angel investors', 'crane']"
2431,77a73b83-7fbf-48a9-8e13-461aa64d45b2,luup,,"Tokyo, Japan",E-scooters and e-bikes provider,"[' anri', ' green coinvest', 'spiral capital', ' gmo internet group', ' smbc venture capital', ' 31ventures global innovation fund 2', ' mitsubishi ufj capital', ' i-nest capital', ' chishima real estate']"
2432,a92936e3-87e7-4a19-aa19-3612cc4fa0b0,luxwall,https://www.luxwall.com/,"Ypsilanti, MI",Vacuum-insulated glass to improve energy efficiency in buildings,"['climate investment', ' prelude ventures', ' barclays sustainable impact capital', ' breakthrough energy ventures', '2150', ' khosla ventures']"
2433,d4b51922-b0d3-4226-87eb-07295a0ebbc1,lynkwell,,"Albany, NY",EV managed charging platform,['warren equity partners']
2434,540b6c16-4626-4953-bad2-c5bfff0f7d2a,"lynq technologies, inc.",,"New York, USA",Deep-tech startup connecting people and devices,"['ff venture capital', ' plus eight equity partners', ' sony innovation fund', ' chetrit ventures']"
2435,4ad8b5f1-2f93-43de-b996-a9159312a6a6,lypid,,"San Francisco, CA",Alternative fat solutions manufacturer,"[' big idea ventures', 'green generation fund', ' sosv']"
2436,a24cdcfd-b9ec-45ba-b9a6-6422ec8a5781,lyteflo,,Toronto,Consumer-facing SaaS EV sales platform,['diagram']
2437,517cfda2-b855-4991-91ee-0a5aded5ef85,lyten,https://lyten.com/,"San Jose, CA",Advanced materials developer,"[' fedex corporation', 'prime movers lab', 'stellantis ventures', 'luxembourg future fund 2', ' honeywell', ' walbridge aldinger company', ' stellantis']"
2438,42bc61d0-2b30-483f-842a-83afb61eb5c5,m-kopa,https://www.m-kopa.com/,Kenya,Financing platform for energy services,"[' broadscale group', ' hepco capital management', ' localglobe', ' generation investment management', ' lgt lightrock', 'cdc group']"
2439,a4e6aaac-f5a9-4e88-abc1-54b11df64b3d,m2i life sciences,,France,Producer of pheromones to replace chemical pesticides,['adm capital europe']
2440,3dd7d52e-f748-4530-8a30-972156ea7576,macro oceans,,"Sacramento, CA",Turning seaweed into sustainable biochemicals,"['refactor capital', ' lowercarbon capital', ' mckinley capital', 'refactor']"
2441,60a66c2d-ce72-454b-9f60-ee2b5fb44862,macrocycle technologies,,"Cambridge, MA",Plastics upcycler,"['clean energy ventures', ' volta circle', ' kdt ventures', ' indorama ventures', ' neotribe ventures']"
2442,a224c7e4-2918-4c4d-b552-0d8e694c81c8,mad capital,https://madcapital.com/,"Boulder, CO",Loan money to farmers for regenerative farming,[]
2443,aec50d46-a7af-4f55-87ca-15c92d19d989,made of air,https://www.madeofair.com/,"Berlin, Germany",Climate tech startup,['td veen']
2444,fc89ad53-1115-41a2-b482-24613a237901,maderight,,"Rehovot, Israel",Fungi-based sustainable packaging developer,"[' arkin holdings', ' arc impact', 'fresh start foodtech incubator']"
2445,cd0c0813-cc31-4e1f-8f77-888ba1e17ea1,magenta mobility,,"Mumbai, India",EV solutions platform,"['bp ventures', ' morgan stanley']"
2446,95c67d36-f4de-428c-bc8d-e40bbbe94839,magical mushroom company,,UK,Develops biodegradable packaging using mycelium technology,"[' dale vince', 'ecovative design', ' robert del naja', ' marcus watson']"
2447,085a9b7a-4983-42c3-bdcd-bf78c24f6753,magna imperio systems,,"Houston, TX",Water treatment company,[]
2448,ca149034-3dbc-4a6c-8a19-a8d06685c916,magnotherm,https://magnotherm.com/,"Darmstadt, Germany",Sustainable cooling systems developer,"[' bm h beteiligungs-managementgesellschaft hessen', ' revent', 'better ventures', ' lauda', ' extantia capital']"
2449,269d0269-9fc8-44a6-b430-4a488cf356da,magnus metal,https://www.magnusmetal.com/,"Tel Aviv, Israel",Efficient industrial metal castings,"['entrée capital', ' target global']"
2450,76a7fc9e-9e23-410a-aa6e-23f5dcf659ef,magrathea,https://www.magrathea.com/,"San Francisco, CA",Carbon-neutral metal production company,"[' capricorn investment group', 'volo earth']"
2451,02563d07-1aae-476f-b395-a29016206106,magreesource,,"Grenoble, France",Recycling rare-earth magnets,"[' ciech ventures', ' tangent line', ' eit rawmaterials', 'finindus', ' satt linksium', ' grenoble angels']"
2452,ad3f8add-3bdf-4184-9c35-ccb7cecd3038,maia farms,https://maiafarms.com/,Vancouver,Make protein with mycelium,['joyful ventures']
2453,633edac5-a1e6-445b-adcb-b97d29546d85,mainspring energy,https://mainspringenergy.com/,"Menlo Park, CA",Linear generators using clean fuels,['general catalyst']
2454,b4e71fcc-7324-42e5-aaa8-d2f768e290c2,mainstream renewable power,,Ireland,Wind and solar energy company,['aker horizons']
2455,293c577a-1dc3-47ca-8113-c6e2e33b8329,maisa,,"San Francisco, USA / Valencia, Spain",Agentic AI chain-of-work technology developer,"['energy capital partners', ' village global', 'nfx']"
2456,356d8370-9b12-4254-87df-0ab6a9e11b5f,maiven,,"London, UK",AI-driven climate policy platform,"['ada ventures', ' pale blue dot']"
2457,9594e4eb-9548-4f82-90a6-81ad30ff1627,maka motors,,"Jakarta, Indonesia",Electric motorcycles manufacturer,"['ac ventures', ' sv investment', ' east ventures']"
2458,fc899872-047e-41de-886c-7aa0d7453119,makersite,https://www.makersite.io/,Germany,Providing data management software for sustainable product development,"[' translink capital', ' kompas', 'hitachi ventures', ' planet a']"
2459,7290923e-ff89-4722-ba9f-284c9bd51938,maki,,"Helsinki, Finland",Invest in Nordic and Northern Europe deep tech startups,[]
2460,baa12484-faa3-429c-99cd-b1f6e25bafb7,malk organics,,"Austin, TX",Plant-based milk developer,"['benvolio group', ' rotor capital']"
2461,9b235970-0a8f-4c32-a4de-d9cb2188ddc9,malta,https://www.malta.com/,"Cambridge, MA",Developer of long-duration energy storage solutions,"[' alfa laval', 'proman', ' dustin moskovitz', ' breakthrough energy ventures']"
2462,00781572-6b2e-453e-aa1a-dff746f88851,manex ai,https://manex.ai/,"Rothenberg, Germany",AI-driven manufacturing optimization platform,"['blueyard capital', ' di technology', ' cdtm venture fund (center for digital technology & management)', ' lightspeed venture partners']"
2463,40a02420-fc0c-442b-a826-892b199494f7,mangata networks,https://www.mangatanetworks.com/,"Phoenix, Ariz.",Satellite-enabled telecommunication services,"[' scottish enterprise', ' temasek', ' ktsat', 'playground global', ' promus ventures']"
2464,2e509b9f-328d-4e5e-9b93-47d9b9e5c486,mangoboost,,"Bellevue, WA",Data center energy efficiency software developer,"['imm investment', ' shinhan venture investment', ' korea development bank', ' im capital', ' kb investment']"
2465,a9a14ef4-93cb-46b0-bb45-0eddfbd48594,mangrove lithium,https://mangrovelithium.com/,Canada,Lithium refining company,"['breakthrough energy ventures', ' asahi kasei', ' bmw i ventures', ' breakthrough energy ventures', 'mitsubishi corp', ' bdc capital']"
2466,e7ed1231-09dc-4cd5-8c60-0b54707d2d05,manifest climate,https://www.manifestclimate.com/,"Toronto, Canada",Cleantech software startup,"['klass capital', ' bryker capital', ' active impact investments', ' garage capital', ' omers ventures', ' golden ventures']"
2467,d212c2fb-4f66-4798-aa77-5c877558ec61,manifest cyber,https://www.manifestcyber.com/,"Westport, CT",Software supply chain risk reduction platform,['first round capital']
2468,f3b1e908-156b-48cf-aade-d40a07c9f698,maniv,,"Tel Aviv, Israel",Invest in mobility and energy,[]
2469,f044c515-a8ca-44ae-9905-da36519e8c86,manocap energy,,"Accra, Ghana",Renewable energy investment vehicle,['mirova']
2470,c36e60a4-005c-4c4f-869c-69232d24f6eb,mantel,https://www.mantel.com/,"Cambridge, MA",Molten salt-based carbon capture technology developer,"[' engine ventures', 'eni next', ' arosa capital management', ' shell ventures', ' new climate ventures', ' bp ventures', 'the engine']"
2471,11e8e3cb-1ad5-426c-b52d-203c2cf62ee6,mantel capture,,Boston,Molten salt-based carbon capture technology business,['shell ventures']
2472,2c7580cf-3690-439f-9f75-db291f37cde4,mantis robotics,,"Pleasanton, CA",Human-robot collaboration technology developer,"['emerald technology ventures', ' sip global partners', 'soundproof ventures', ' amazon industrial innovation fund', ' heroic ventures']"
2473,58831ad4-9766-4776-9409-40e3ae7c4ace,mantle8,https://www.mantle8.com/,San Francisco,Develops AI tools for hydrogen deposits,"['breakthrough energy ventures', ' kiko ventures']"
2474,94963d6e-dc05-4aa0-b632-83c61ed17320,manufacture 2030,,"Oxford, United Kingdom",Decarbonization platform for suppliers,"[' maven capital partners', 'amati global investors']"
2475,ea554344-a014-4e9d-bf43-aba1508bdef5,mapon,https://www.mapon.com/,"Riga, Latvia",Fleet management software platform,['signet bank']
2476,c607b721-cb29-42e6-9351-48ff54b7499e,marathon fusion,https://novatronfusion.com/,"San Francisco, CA",Fusion power technology developer,"[' anglo american', ' shared future fund', 'european innovation council', '1517 fund', ' malcolm handley', ' übermorgen ventures']"
2477,3382cbca-a23e-4f01-abc0-0aa4e15cde1e,marcely,,"Hannover, Germany",Residential solar business,"['virida capital', ' venture stars']"
2478,e938394a-95cb-4eb3-98c6-9927dcc4f994,marinelabs,https://marinelabs.io/,"Victoria, Canada",Real-time weather and ocean condition monitoring,['bdc capital']
2479,93ad4e12-efce-4f70-83b9-57eafcb3467e,marvel fusion,,Germany,Nuclear fusion startup,"[' primepulse', ' heinz dürr invest', ' thistledown capital', ' possible ventures', 'earlybird', ' nicolas berggruen charitable trust']"
2480,263be485-85ee-42fe-8a41-62cff68b3482,masdar,,"Abu Dhabi, UAE",Renewables developer,[]
2481,44a1af23-7328-48ea-b414-ab44c39f70be,mast reforestation,https://www.mastreforestation.com/,"Seattle, WA",Wildfire forest restoration company,"[' climate capital', 'pulse fund', ' climate avengers', 'carbon streaming', ' asymmetry ventures', ' social capital']"
2482,d022bedf-6679-495f-a44e-791f48f06348,matereal,,"Vaulx-en-Velin, France",Polyurethane plastic alternative made from bio-based feedstocks,['collaborative fund']
2483,154dd096-c372-42c9-bf6c-98c708f01702,material evolution,https://materialevolution.com/,"Middlesbrough, U.K.",Sustainable cement producer from industrial waste streams,"['kompas vc', ' norrsken vc', ' circle rock']"
2484,3fba07e1-0e99-44ef-958e-cdeed7eb638c,materials nexus,,"Cambridge, United Kingdom",Net-zero materials platform,"['ada ventures', ' the university of cambridge', ' carbon1', ' md one ventures']"
2485,965ce398-0230-4924-89f9-dbc330d36968,materra,,"London, UK",Producer of climate-resilient cotton,"[' bestseller’s invest fwd', 'builders vision’s rising tide fund', ' fashion for good', 'h&m group', ' apex black', ' perivoli innovations']"
2486,6f1b0807-116d-42c9-9b15-1feb73445f6e,mati carbon,,"Houston, TX",Carbon removal approach using crushed basalt rock,[]
2487,ff990eba-5052-49d2-9889-668991e36c0f,matoha,,"London, England",Portable material identification devices manufacturer,"[' circular plastics accelerator', 'archipelago investors', ' fashion for good', ' british design fund', ' the conduit connect']"
2488,d55d0fc1-3919-4b59-b5b6-c84586477f34,matr foods,,"Copenhagen, Denmark",Plant-based food producer,['novo holdings']
2489,25252e65-6da6-4404-9f89-f742929e911c,matrixspace,https://matrixspace.com/,"Burlington, MA",Collaborative sensing solutions company,"['raptor group', ' intel capital']"
2490,9656ac23-2f9d-4eb5-a7bc-c49afe9ca781,matteco,https://matteco.com/,"Valencia, Spain",Green hydrogen production tech,"['grupo asv', ' zubi', ' napali']"
2491,133d0baa-0adb-4de9-ac4d-c8715ddff04a,matter,,"Bristol, U.K.",Microplastic technology and innovation company,"['s2g ventures', ' soundwaves']"
2492,690ef86c-68f6-49f7-9b86-c585dc4bff3d,matter intelligence,,Los Angeles,Sensors for Earth imaging purposes,['lowercarbon capital']
2493,93431be6-503f-49b2-8bb0-e4a272896f1e,matter motors,,"Ahmedabad, India",Electric bikes manufacturer,"[' japan airlines & translink innovation fund', 'capital 2b', ' saad bahwan investment management company (sb invest)', ' helena']"
2494,3319eb45-562b-488e-b694-f773587ed5f3,mattiq,,"Chicago, IL",Sustainable materials discovery and testing platform,['material impact fund']
2495,c261758e-a5a5-4711-866a-d9edd10f79b4,matx,https://matx.ai/,"Mountain View, CA",High-throughput chips for large language models,['spark capital']
2496,4aa4c7b0-6932-477e-8ed5-ab82c99f5d67,mavarick,,"Limerick, Ireland",Sustainable manufacturing software,['act vc']
2497,d60dbfd1-7932-42f3-8bad-b35d90ca61c3,maverick metals,https://maverickmetals.com/,"San Antonio, TX",Advanced metal extraction and minerals processing technologies,['olive tree capital']
2498,cea6bb28-eaca-4d6c-9b44-971d428a5d3a,maxem,https://maxem.com/,"Amsterdam, Netherlands",B2B charging and energy management platform,"['breesaap green link', ' shift invest']"
2499,08050a46-9696-46e0-9e14-7fb249b95dd8,maxterial,https://maxterial.com/,"Pleasanton, CA, U.S.",More sustainable chemicals and advanced coatings,['helios climate ventures']
2500,719d3993-0d3d-4efd-98f2-8760e95297c1,may mobility,https://maymobility.com/,"Auburn Hills, MI",Autonomous Transportation-as-a-Service (TaaS) provider,"[' millennium technology value partners', ' sparx group', ' toyota ai ventures', ' bmw iventures', ' cyrus capital partners', 'toyota motor corporation']"
2501,c7625615-dd30-4afe-b6f3-8af2814e3739,maya climate,,"Bellevue, WA",Project platform for nature-based solutions,"[' high-tech grunderfonds', ' berlin angel fund', 'antler']"
2502,20cecaaa-8553-4f02-bfda-f9b2b2c1b40f,maymaan research,,"Hollywood, LA",Clean combustion engines company,['wave equity partners']
2503,3c9b6898-39b8-4b06-ad81-3453785aa7ba,mci carbon,,"Mayfield West, Australia",Carbon utilization and storage technology provider,"['renew capital', 'mitsubishi corporation']"
2504,4c42b3d3-04f4-4520-a810-af1a12d29453,measurabl,,"San Diego, CA",Technology platform for real estate,['energy impact partners']
2505,bc759bd4-95b3-45e4-a1e4-ac45346d9440,measurable.energy,,"Reading, UK",Electricity-reducing plug sockets developer,"['clean growth fund', ' vertex holdings']"
2506,09b8f63b-18b5-41f5-9e3c-32368a8ba1cb,meatable,https://meatable.com/,"Amsterdam, Netherlands",Cultivated meat platform,"[' blueyard capital', ' milky way ventures', ' invest-nl', 'agronomics', ' dsm venturing', ' bridford group']"
2507,5f7b279b-fbaa-498f-838e-c379f161ca06,meati,https://meati.com/,"Boulder, CO",Alternative meat developer,"[' revolution growth', 'congruent ventures', 'revolution growth', ' rockefeller foundation']"
2508,e0eeda93-ec0d-4a35-9cf4-40ee61a11ff2,meati foods,https://meati.com/,"Boulder, CO",Fungi-based meat alternatives,"[' wellington management', ' cpp investments', ' chipotle’s cultivate next', 'revolution growth', ' grosvenor food & agtech']"
2509,4f192769-b91a-424b-a38a-33170ce59d5f,mediconnect,https://www.ohmconnect.com/,"Toronto, Canada",Telemedicine platform for remote consultations,"['y combinator', 'sidewalk infrastructure partners', ' accel partners']"
2510,fe3962f6-3655-414a-b97d-304064da89fa,mediterranean food lab,https://medfoodlab.com/,"Tel Aviv, Israel",Fermentation-based flavor solutions developer,"['gullspång re:food', ' arancia international', ' peakbridge', ' foodbridge']"
2511,69ac71c7-824c-4691-b95a-1152121cc7ea,medusoil,https://www.medusoil.com/,"Lausanne, Switzerland",Sustainable construction materials manufacturing,[]
2512,017fb817-9129-4289-b59c-34c24649f10e,melonfrost,,"Brooklyn, New York",Microbe production platform,"['alexandria venture investments', ' refactor capital']"
2513,25d178b0-254a-42a0-accd-0bd7c907e7c4,meloon,,"Berlin, Germany",Membranes for carbon capture and removal,['backbone ventures']
2514,56e758e4-cec5-445f-88af-6712c4b303fb,membion,https://membrion.com/,"Roetgen, Germany",Innovative membrane bioreactor technology developer,"[' wrf capital', 'freeflow ventures', 'bellingham angel investors', 'techvision fonds', ' giantleap capital', ' safar partners', 'samsung venture investment', ' seachange fund', ' deeptech & climate fonds', ' pureterra ventures', ' lam capital']"
2515,a7a181ab-056a-42bc-9076-df634006db53,memfault,,"San Francisco, CA",Cloud-based platform for connected device monitoring,"[' uncork capital', 'partech']"
2516,534a152e-9a57-47d0-9b3b-c928dd581c7d,menlo microsystems,https://www.menlomicro.com/,"Irvine, CA",Electromechanical switch developer for battery chargers and electric cars,"[' piva capital', ' dbl partners', ' future shape', ' adage capital management', 'vertical venture partners', ' standard investments', ' fidelity management & research', ' paladin capital group', ' peoplefund']"
2517,ee8ae392-6882-4508-9cc8-e7b43ee8c32f,merlin labs,https://merlinlabs.com/,"Boston, MA",Autonomous flight technology developer for fixed-wing aircrafts,"['snowpoint', ' baille gifford', ' gv']"
2518,9cbf38e9-f486-4757-9a1c-a4e7080cb632,merlin solar,https://merlinsolar.com/,"San Jose, CA","Flexible, lightweight solar panels",['fifth wall']
2519,cf3b69bd-9ab7-4270-9838-88e9b0d6ee65,mermade seafoods,,Israel,Developer of cell-based scallops,"[' fall line', 'ourcrowd']"
2520,c8ec3079-f83d-4ba6-aa74-3439e62db261,meroxa,https://www.meroxa.com/,"San Francisco, CA",Data pipeline platform,"['drive capital', ' root', ' amplify', ' hustle fund']"
2521,bb08619b-348e-4dbf-bb28-077e4bd5eea3,metafin,,"Haryana, India",Solar financing platform,"[' varanium capital advisors', ' prime venture partners', ' northern arc', 'vertex ventures', ' au small finance bank']"
2522,651d4a00-08d5-4959-add9-35e7b296016f,metafuels,,Zürich,Catalyst for sustainable aviation fuel,"['celsius industries', 'swiss federal office of energy']"
2523,95a9358b-a0fe-487e-9e59-4e0ea9eabff9,metaspectral,,"Vancouver, Canada",Computer vision software company,"['soma capital', ' acequia capital', ' government of canada']"
